budget_code,description,approved_amount,budget_type
2104010204,احداث فانوس نورانی بوستان ملت,30000000000,capital
2104010205,احداث فانوس نورانی بوستان سعدی,40000000000,capital
2104010206,بازسازی و تعمیرات نمازخانه پارکی پارک کوهستانی صفه,0,capital
2104010207,مشارکت در تملک یا احداث طرح چشمه های نورانی-مسجد حضرت ابوالفضل(ع) فلکه ارتش,0,capital
2104010208,مشارکت در تملک یا احداث طرح چشمه های نورانی-مسجد امام جعفر صادق(ع),0,capital
2104010209,مشارکت در تملک یا احداث طرح چشمه های نورانی-مسجد القدر خیابان توحید,0,capital
2104010210,مشارکت در تملک یا احداث طرح چشمه های نورانی-مسجد الزهرا (س) سپاهان شهر,0,capital
21040103,مشارکت در احداث ورزشگاه استاندارد ساحلی ناژوان,0,capital
2104010301,مشارکت در احداث ورزشگاه استاندارد ساحلی ناژوان,0,capital
22010001,خرید ماشین آلات و وسایل نقلیه,6500000000,capital
2201000101,خرید ماشین آلات و وسایل نقلیه,6500000000,capital
22020002,تجهیزات اداری,3300000000,capital
2202000201,تجهیزات اداری,3300000000,capital
22020003,تجهیزات رایانه ای,22430000000,capital
2202000301,تجهیزات رایانه ای,22430000000,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,1010000000,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,1010000000,capital
22090001,لوازم فنی و تجهیزات,3250000000,capital
2209000101,لوازم فنی و تجهیزات,400000000,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,2850000000,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,350000000000,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,350000000000,capital
26010101,تملک فضای سبز بیشه خزایی,100000000000,capital
2601010101,تملک فضای سبز بیشه خزایی,100000000000,capital
26010102,تملک ادامه خیابان توحید,10000000000,capital
2601010201,تملک ادامه خیابان توحید,10000000000,capital
26010103,تملک راستگرد بزرگراه شهید اقارب پرست به خیابان جانبازان,0,capital
2601010301,تملک راستگرد بزرگراه شهید اقارب پرست به خیابان جانبازان,0,capital
26010105,تملک مجموعه تجاری و پارکینگ وحید,100000000000,capital
2601010501,تملک مجموعه تجاری و پارکینگ وحید,100000000000,capital
26010107,تملک مرکز محله و فضای سبز حسین آباد (محرک توسعه),300000000000,capital
2601010701,تملک مرکز محله و فضای سبز حسین آباد (محرک توسعه),300000000000,capital
26010113,تملک شنبه بازار (پارکینگ روباز),175000000000,capital
2601011301,تملک شنبه بازار (پارکینگ روباز),175000000000,capital
27010001,حقوق و امتیازات,1450000000,capital
2701000101,حقوق و امتیازات,1450000000,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,9220000000,capital
2103000106,مرمت نماد کاوه آهنگر,0,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,18600000000,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,18600000000,capital
21030004,نصب پلاکهای شهرداری و شمارهگذاری معابر,7450000000,capital
2103000401,نصب پلاکهای شهرداری و شمارهگذاری معابر,7450000000,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,25000000000,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,25000000000,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103001004,تجهیز حسینیهها جهت بهرهبرداری ورزشی تفریحی,12000000000,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,7950000000,capital
2103001604,کفپوش پارک مرداویج,5000000000,capital
2103001606,کفپوش پارک آئینه خانه,4000000000,capital
2103001609,احداث مجموعه بازی بوستان آیینه خانه,0,capital
21030018,خرید پساب,1500000000,capital
2103001801,خرید پساب,1500000000,capital
21030019,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,18750000000,capital
2103001901,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,18750000000,capital
21030020,شبکه آبیاری و توزیع آب,102200000000,capital
2103002001,شبکه آبیاری و توزیع آب,42600000000,capital
2103002019,فیلتراسیون زیرگذر سجاد,1000000000,capital
2103002036,ترمیم فیلتراسیون بزرگراه شهید کشوری,0,capital
21030021,ساماندهی پارک و قطعات فضای سبز,37510000000,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,8510000000,capital
2103002102,ساماندهی فضای سبز پارک آئینه خانه,11720000000,capital
2103002105,ساماندهی فضای سبز خیابان شیخ کلینی,2280000000,capital
2103002107,ساماندهی فضای سبز چهار باغ بالا,0,capital
2103002109,ساماندهی فضای سبز شهرک شهید کشوری,0,capital
2103002110,ساماندهی فرعی های کوی بهار و کوی برق,0,capital
2103002111,ساماندهی فضای خیابان شهید لاوی,0,capital
2103002112,ساماندهی فضای سبز تخت فولاد,0,capital
2103002113,ساماندهی فضای سبز خیابان ملاصدرا و فرعی ها,0,capital
2103002114,ساماندهی فضای سبز گلستان شهدا,0,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,28900000000,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,20900000000,capital
21030027,مبلمان ایستگاه اتوبوس شهری,9350000000,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,9350000000,capital
2103002803,پیاده روسازی ضلع شمالی خیابان کاخ سعادت آباد شرقی,0,capital
21030030,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,22500000000,capital
2103003001,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,22500000000,capital
21030031,نوسازی سازه های فرسوده راهنمای مسیر,4000000000,capital
2103003101,نوسازی سازه های فرسوده راهنمای مسیر,4000000000,capital
21030032,هوشمندسازی تقاطع ها,6130000000,capital
2103003201,هوشمندسازی تقاطع ها,6130000000,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,2200000000,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,2200000000,capital
21030035,بند 14 و ماده 110 قانون شهرداری,12000000000,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,12000000000,capital
21030036,حفر و تنقیه چاههای آب باران,8400000000,capital
2103003601,حفر و تنقیه چاههای آب باران,8400000000,capital
21030037,احداث آبراهه و کانیو,14170000000,capital
2103003701,احداث آبراهه و کانیو,14170000000,capital
21030039,واکاری درختان,31000000000,capital
2103003901,واکاری درختان,31000000000,capital
21030043,تهیه و نصب پلاک پستی_x000D_,57000000000,capital
2103004301,تهیه و نصب پلاک پستی,57000000000,capital
21030101,احداث و تعریض پل روی زاینده رود,400000000000,capital
2103010101,احداث و تعریض پل روی زاینده رود,400000000000,capital
21030102,تعریض پل فردوسی,0,capital
2103010201,تعریض پل فردوسی,0,capital
21030103,بهسازی منبع آب شهید کشوری,0,capital
2103010301,بهسازی منبع آب شهید کشوری,0,capital
21030104,احداث مجموعه فرهنگی کوی امام (جنب سالن مطالعه ),150000000000,capital
2103010401,مجموعه فرهنگی کوی امام (جنب سالن مطالعه ),150000000000,capital
21030105,احداث مرکز محله احمدیه,0,capital
2103010501,احداث مرکز محله احمدیه,0,capital
21030106,احداث مسجد مجموعه فرهنگی مذهبی شهرک شهید کشوری,0,capital
2103010601,احداث مسجد مجموعه فرهنگی مذهبی شهرک شهید کشوری,0,capital
21030108,احداث ورزشگاه سرپوشیده شهرک شهید کشوری,0,capital
2103010801,احداث ورزشگاه سرپوشیده شهرک شهید کشوری,0,capital
21030109,غیرهمسطح سازی حرکت چپگرد بزرگراه شهید کشوری به بزرگراه دستجردی (تقاطع دفاع مقدس),0,capital
2103010901,غیرهمسطح سازی حرکت چپگرد بزرگراه شهید کشوری به بزرگراه دستجردی (تقاطع دفاع مقدس),0,capital
21030111,تعریض مسیر حلقه حفاظتی محدوه منطقه 6,20000000000,capital
2103011101,تعریض مسیر حلقه حفاظتی کیلومتر 65-68,20000000000,capital
2103011101,تعریض مسیر حلقه حفاظتی کیلومتر 71-69,0,capital
21030114,احداث پل پیاده فاخر,600000000000,capital
2103011401,احداث پل پیاده فاخر,600000000000,capital
21030117,موزه اصفهان (ریسباف),0,capital
2103011701,موزه اصفهان (ریسباف),0,capital
21030153,احداث مجموعه فرهنگی، مذهبی، ورزشی شهرک شهید کشوری,110000000000,capital
2103015301,احداث مجموعه فرهنگی، مذهبی، ورزشی شهرک شهید کشوری,75000000000,capital
2103015302,احداث مسجد مجموعه فرهنگی مذهبی شهرک شهید کشوری,35000000000,capital
21030194,احداث مرکز همایش های بین المللی,1500000000000,capital
2103019401,احداث مرکز همایش های بین المللی,1500000000000,capital
2103023103,ساماندهی بقعه فاضل هندی,13000000000,capital
2103024602,دانشنامه و جایزه اصفهان( تخت فولاد),50000000000,capital
2103024603,بهسازی پیاده روهای کاخ سعادت آباد (شرق),5000000000,capital
2103024606,بازسازی و تعمیرات اساسی خانه حکمت و فلسفه,12000000000,capital
2103024608,ایجاد زیرساخت رسانه ای و نمایشگاهی در گلستان شهدا,70000000000,capital
2103024609,بهسازی پیاده روهای خیابان خسروپور خیابان نسترن,15000000000,capital
2103024610,تملک و بازگشایی گلوگاه بافت فرسوده خیابان شهید لاوی,50000000000,capital
2103024611,بازسازی و تعمیرات مجموعه ورزشی امین,10000000000,capital
2103024612,مبلمان ویژه چهارباغ بالا,0,capital
2103024613,ساماندهی انبار خدمات شهری,0,capital
2103024614,بازسازی و تعمیرات خانه فیزیک و ریاضیات,10000000000,capital
2103024615,تجهیز موزه آب انبار کازرونی,0,capital
2103024618,بهسازی گذر چهارباغ بالا,30000000000,capital
2103024620,اصلاح درزهای انبساطی پل شیخ صدوق,0,capital
2103024621,احداث شبکه روشنایی آبشار سوم حدفاصل پل غدیر تا خیابان مسرور,0,capital
2103024623,احداث شبکه روشنایی حدفاصل جهانگیرخان قشقایی تا پل فردوسی,5000000000,capital
2103024624,احداث شبکه روشنایی بوستان های کوی امام، کوی بهار و زیتون,0,capital
2103024625,تملک و بازگشایی گلوگاه های ترافیکی محلات سطح منطقه,0,capital
2103024629,احداث شبکه روشنائی حدفاصل پل بزرگمهر تا پل خواجو,8000000000,capital
2103024630,مرمت چهارطاقی ها و آرامگاه های تخت فولاد,6490000000,capital
2103024631,بهسازی پیاده روهای کوچه های منتهی به ملاصدرا,0,capital
2103024632,یادمان شهید گمنام در شهرک شهید کشوری,0,capital
2103024633,تکمیل و تجهیز گنجینه سنگ,6000000000,capital
2103024634,احداث آسانسور ساختمان اداری تخت فولاد,6000000000,capital
2103024635,احداث منبع آب هفت دست,35000000000,capital
2103024638,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو خیابان مصلی بعد از تقاطع شیخ مفید,21000000000,capital
2103024639,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو خیابان سجاد تقاطع خیابان آپادانا دوم,20000000000,capital
2103024640,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو خیابان فیض تقاطع بلوار آیینه خانه,10000000000,capital
2103024641,احداث منبع آب تخت فولاد,70000000000,capital
2103024642,احداث جایگاه شارژ خودرو برقی,0,capital
2103024643,تملک پل سردار شهید علی بالایی -شهدای اشکاوند,50000000000,capital
2103024645,ساماندهی پارکهای سرو و سایه شهید کشوری,0,capital
2103024646,احداث محوطه چندمنظوره کوی امام,0,capital
2103024648,احداث مجموعه ورزشی روباز پارک شهدای شهرداری,30000000000,capital
2103024652,ساماندهی گلخانه خدمات شهری,0,capital
2103024654,مشارکت در احداث فضای سبز چشمه توتی (مجاور زیتون),0,capital
2103024655,دیزل ژنراتور ساختمان خدمات شهری منطقه,0,capital
2103024656,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو خیابان هزار جریب ، روح الامین، فیض و مصلی,0,capital
2103024657,اصلاح درزهای انبساطی پل دفاع مقدس,69000000000,capital
2103024658,احداث پل عابر پیاده مکانیزه روبروی پردیس هنر,0,capital
2103024659,بهسازی پل های عابر پیاده مکانیزه(گلستان شهدا-آبشار-صفه),0,capital
2103024660,سکوهای نشیمن پارک های حاشیه ای زاینده رود,0,capital
2103024661,تملک و بازگشایی گلوگاه و روان بخشی بافت محلات,100000000000,capital
2103024664,ساماندهی پارک شهید حسینی(مرداویج),0,capital
2103024665,مبلمان ویژه خیابان شهید نیکبخت غربی,0,capital
2103024666,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو میدان شهید قوچانی,21000000000,capital
2103024669,بهسازی پیاده رو کنارگذر بزرگراه شهید کشوری تا ایستگاه آتشنشانی شماره12,0,capital
2103024671,احداث شبکه روشنائی بوستان آئینه خانه,40000000000,capital
2103024674,تکمیل ایستگاه پمپاژ شهید قوچانی,25000000000,capital
2103024675,پیاده روسازی خیابان آبشار دوم,0,capital
2103024677,احداث منبع آب کشوری,0,capital
2103024678,ساماندهی، مالون چینی و افرایش ارتفاع مادی نهر خونین,0,capital
2103024679,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر فرعی سطح منطقه,18000000000,capital
2103024680,ساماندهی مسیر کنار کانال آب محله دنارت,0,capital
2103024682,ساماندهی بازیکده موضوعی حروف و اعداد,0,capital
2103024683,ساماندهی تابلوهای معرفی و هدایت مسیر تخت فولاد,0,capital
2103024684,تکمیل گذر مشاهیر تخت فولاد,0,capital
2103024688,ساماندهی پارک سرو شهید کشوری,0,capital
2103024689,ساماندهی عمرانی پارک ها و قطعات فضای سبز پارک های حاشیه ای,89500000000,capital
2103024692,آرام سازی ورودی تخت فولاد در خیابان فیض,0,capital
2103024694,بهسازی پیاده روهای خیابان نیکبخت غربی,0,capital
2103024696,تجهیز خانه نجوم,100000000000,capital
2103024702,تملک مجموعه فرهنگی ورزشی دنارت,150000000000,capital
2103024703,دیوارنگار مدرسه حکمت دنارت,0,capital
2103024704,مجموعه ورزشی روباز چند منظوره فیزادان,0,capital
2103024705,احداث پارک محلی ردان,0,capital
2103024707,احداث فضای سبز مقابل مسجد حضرت امیرالمومنین محله ردان,6000000000,capital
2103024710,ساماندهی جوی آب محله فیزادان ( با تاکید بر افزایش نفوذپذیری بستر),4000000000,capital
2103024711,تملک پارک محلی ردان,30000000000,capital
2103024718,تملک فضای سبز همت آباد,200000000000,capital
2103024729,تملک و بازگشایی گلوگاه های محله ردان,50000000000,capital
21030260,اتصال منبع آب آزادگان به منبع آب میدان شهید قوچانی,20000000000,capital
2103026001,اتصال منبع آب آزادگان به منبع آب میدان شهید قوچانی,20000000000,capital
21030306,تصفیه خانه تکمیلی پساب جنوب (میدان شهید قوچانی),200000000000,capital
2103030601,تصفیه خانه تکمیلی پساب جنوب (میدان شهید قوچانی),200000000000,capital
21040102,مشارکت در تملک یا احداث طرح چشمه های نورانی,200000000000,capital
2104010201,مشارکت در تملک یا احداث طرح چشمه های نورانی,0,capital
2104010202,احداث فانوس نورانی پارک آبشار اول,50000000000,capital
2104010203,احداث فانوس نورانی پارک آئینه خانه,30000000000,capital
2104010208,مشارکت در تملک یا احداث طرح چشمه های نورانی-احداث مسجد امام صادق(ع) در محله همت آباد,100000000000,capital
2104010209,مشارکت در تملک یا احداث طرح چشمه های نورانی-مسجدصاحب الزمان (عج) شهید کشوری,20000000000,capital
22010001,خرید ماشین آلات و وسایل نقلیه,6000000000,capital
2201000101,خرید ماشین آلات و وسایل نقلیه,6000000000,capital
22020002,تجهیزات اداری,1400000000,capital
2202000201,تجهیزات اداری,1400000000,capital
22020003,تجهیزات رایانه ای,27260000000,capital
2202000301,تجهیزات رایانه ای,27260000000,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,1300000000,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,1300000000,capital
22090001,لوازم فنی و تجهیزات,7900000000,capital
2209000101,لوازم فنی و تجهیزات,700000000,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,7200000000,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,300000000000,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,300000000000,capital
26010101,تملک اتصال خیابان آزادی به شهید لاوی,10000000,capital
2601010101,تملک اتصال خیابان آزادی به شهید لاوی,10000000,capital
26010102,تملک مسیر حلقه حفاظتی کیلومتر 70-68,1000000000000,capital
2601010201,تملک مسیر حلقه حفاظتی کیلومتر 70-68,1000000000000,capital
26010103,تملک ایستگاه مترو سپاهانشهر,250000000000,capital
2601010301,تملک ایستگاه مترو سپاهانشهر,250000000000,capital
26010104,تملک پیرامون (ورودی دوم) گلستان شهدا,0,capital
2601010401,تملک پیرامون (ورودی دوم) گلستان شهدا,0,capital
26010107,تملک بافت تخت فولاد در محله احمدیه,200000000000,capital
2601010701,تملک بافت تخت فولاد در محله احمدیه,200000000000,capital
26010109,تملک محوطه مرکز همایش های بین المللی,100000000000,capital
2601010901,تملک محوطه مرکز همایش های بین المللی,100000000000,capital
26010114,تملک میدان شورا,10000000000,capital
2601011401,تملک میدان شورا,10000000000,capital
26010121,تملک تعریض خیابان شهید خلیلی دوم,100000000000,capital
2601012101,تملک تعریض خیابان شهید خلیلی دوم,100000000000,capital
27010001,حقوق و امتیازات,470000000,capital
2701000101,حقوق و امتیازات,470000000,capital
2103000101,ساماندهی آبنماها و مرمت المان ها و نمادها,4000000000,capital
21030002,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,5550000000,capital
2103000201,اقدامات اصلاحی ناشی از ممیزی انرژی در تاسیسات و تجهیزات,5550000000,capital
21030004,نصب پلاکهای شهرداری و شمارهگذاری معابر,2850000000,capital
2103000401,نصب پلاکهای شهرداری و شمارهگذاری معابر,2850000000,capital
2103000603,احداث شبکه روشنایی قطعات فضای سبز جنب دکه بازیافت اشراق شمالی,4000000000,capital
2103000604,احداث شبکه روشنایی محوطه میدان آل بویه,2500000000,capital
2103000605,احداث شبکه روشنایی سه راه ملک شهر,4000000000,capital
2103000606,احداث شبکه روشنایی محوطه جنب مجموعه هشت بهشت,2500000000,capital
2103000607,احداث شبکه روشنایی جنب آبنما باشگاه شماره 2,1600000000,capital
21030008,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,16800000000,capital
2103000801,حذف گونه های گیاهی پرنیاز آب و جایگزینی با گونه های مناسب,16800000000,capital
21030009,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103000901,نصب نقشه خطوط و برنامه زمانبندی اتوبوس ها,100000000,capital
2103001004,تجهیز حسینیهها جهت بهرهبرداری ورزشی تفریحی,12000000000,capital
2103001502,نگهداری تاسیسات ساختمان های شهرداری,15250000000,capital
2103001605,خرید و نصب کف پوش پارک میلاد,0,capital
2103001606,خرید و نصب کف پوش بوستان باقوشخانه,0,capital
21030018,خرید پساب,0,capital
2103001801,خرید پساب,0,capital
21030019,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,34450000000,capital
2103001901,حفر، لایروبی کفشکنی و تجهیز چاه فضای سبز,34450000000,capital
21030020,شبکه آبیاری و توزیع آب,86356000000,capital
2103002001,شبکه آبیاری و توزیع آب,13250000000,capital
21030021,ساماندهی پارک و قطعات فضای سبز,59274000000,capital
2103002101,ساماندهی پارک و قطعات فضای سبز,18444000000,capital
2103002102,ساماندهی پارک میخک,880000000,capital
2103002103,ساماندهی فضای سبز خیابان فرهنگ 1و2,6260000000,capital
2103002104,ساماندهی پارک باقوشخانه,12230000000,capital
2103002105,ساماندهی پارک گلستان,9120000000,capital
2103002106,ساماندهی فضای سبز خیابان مینا1و2,840000000,capital
2103002107,ساماندهی فضای سبز خیابان رضازاده,950000000,capital
2103002109,ساماندهی فضای سبز بزرگراه شهید چمران,0,capital
2103002110,ساماندهی فضای سبز خیابان بهشت,700000000,capital
2103002111,ساماندهی فضای سبز خیابان توحید,800000000,capital
2103002112,ساماندهی فضای سبز خیابان اندیشه,700000000,capital
2103002113,ساماندهی فضای سبز خیابان بهاره,2600000000,capital
2103002114,ساماندهی فضای سبز خیابان سوزن چی,600000000,capital
2103002115,ساماندهی پارک میلاد,0,capital
2103002116,ساماندهی پارک بنفشه,0,capital
2103002117,ساماندهی پارک نرگس 1و2,0,capital
2103002118,ساماندهی فضای سبز حاشیه خیابان گلستان,0,capital
2103002119,ساماندهی پارک شهریار,0,capital
21030025,تعمیر و نگهداری معابر و ابنیه شهری,30500000000,capital
2103002501,تعمیر و نگهداری معابر و ابنیه شهری,17500000000,capital
21030027,مبلمان ایستگاه اتوبوس شهری,9050000000,capital
2103002701,مبلمان ایستگاه اتوبوس شهری,9050000000,capital
2103002804,ساماندهی شهرک ولی عصر(عج) (محله من محله زندگی),0,capital
2103002806,ساماندهی شهرک میلاد(محله من محله زندگی),0,capital
21030030,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,25000000000,capital
2103003001,طرحهای ترافیکی تابلوهای انتظامی، اطلاعاتی و راهنمای مسیر,25000000000,capital
21030031,نوسازی سازه های فرسوده راهنمای مسیر,3500000000,capital
2103003101,نوسازی سازه های فرسوده راهنمای مسیر,3500000000,capital
21030032,هوشمندسازی تقاطع ها,6130000000,capital
2103003201,هوشمندسازی تقاطع ها,6130000000,capital
21030033,نصب چراغ راهنمایی ترافیکی سطح منطقه,4000000000,capital
2103003301,نصب چراغ راهنمایی ترافیکی سطح منطقه,4000000000,capital
21030035,بند 14 و ماده 110 قانون شهرداری,10000000000,capital
2103003501,بند 14 و ماده 110 قانون شهرداری,10000000000,capital
21030036,حفر و تنقیه چاههای آب باران,10100000000,capital
2103003601,حفر و تنقیه چاههای آب باران,10100000000,capital
21030037,احداث آبراهه و کانیو,5000000000,capital
2103003701,احداث آبراهه و کانیو,5000000000,capital
21030039,واکاری درختان,17806000000,capital
2103003901,واکاری درختان,17806000000,capital
21030043,تهیه و نصب پلاک پستی_x000D_,9450000000,capital
2103004301,تهیه و نصب پلاک پستی,9450000000,capital
21030101,احداث دریاچه باغ فدک,150000000000,capital
2103010101,احداث دریاچه باغ فدک,150000000000,capital
21030102,روکش آسفالت بزرگراه چمران,0,capital
2103010201,روکش آسفالت بزرگراه چمران,0,capital
21030103,ساماندهی باغ و دریاچه فدک,0,capital
2103010402,بسترسازی جزیره های دریاچه شماره 3 فدک و پیاده روهای اطراف,338500000000,capital
21030105,تکمیل نیوجرسی های پل شهید هنیه,0,capital
2103010501,تکمیل نیوجرسی های پل شهید هنیه,0,capital
21030108,تعریض و ساماندهی خروجی پل شریعتی,210000000000,capital
2103010801,تعریض و ساماندهی خروجی پل شریعتی,210000000000,capital
21030139,تکمیل مجموعه پارک ، سالن مطالعه و زمین ورزشی گلستان,0,capital
2103013901,تکمیل مجموعه پارک ، سالن مطالعه و زمین ورزشی گلستان,0,capital
21030160,احداث ایستگاه آتش نشانی میدان حج,0,capital
2103016001,احداث ایستگاه آتش نشانی میدان حج,0,capital
2103024602,تعریض کندرو خیابان کاوه در محل تقاطع شهید چمران,0,capital
2103024603,مرمت ساختمان میانی پارک باغ قوشخانه,30000000000,capital
2103024604,تملک و آزادسازی مادی فرسخ,50000000000,capital
2103024605,تکمیل پارک چشمه خونین,30000000000,capital
2103024606,احداث محوطه چند منظوره گلستان,30000000000,capital
2103024610,احداث سرویس بهداشتی پارک شاهنامه,25000000000,capital
2103024612,نصب نیوجرسی زیرگذر میدان قدس,28000000000,capital
2103024613,احداث پل عابر پیاده مکانیزه جدید بزرگراه شهید چمران,0,capital
2103024614,تملک و بازگشایی گلوگاه ها و روانبخشی بافت محلات,0,capital
2103024615,احداث چاه جذبی و کانال دفع آبهای سطحی و کانیو معابر فرعی سطح منطقه,50000000000,capital
2103024621,احداث شبکه روشنائی مادی شاهپسند,0,capital
2103024623,اصلاح ورودی کانون اصلاح و تربیت,0,capital
2103024624,مرمت ساختمان اداری منطقه هفت,105000000000,capital
2103024625,سرویس بهداشتی پارک بهشت,25000000000,capital
2103024627,احداث شبکه روشنائی مادی برازنده,0,capital
2103024630,دیوارکشی مدرسه امام علی (ع),0,capital
2103024631,ساماندهی مرکز فرهنگی باغ فدک,0,capital
2103024633,تعریض کندرو خیابان کاوه در محل شمال تقاطع بزرگراه شهید چمران,0,capital
2103024635,بهسازی پل های عابر پیاده مکانیزه (مسجد نبی اکرم، آتشنشانان، برج کاوه و چمران),0,capital
2103024639,بازسازی و تعمیرات اساسی کتابخانه طغرایی,20000000000,capital
2103024640,احداث جایگاه شارژ خودرو برقی,0,capital
2103024644,مکانیزه نمودن پل عابر پیاده (آسانسور) خیابان ادیب,0,capital
2103024645,باززنده سازی سردهانه مادی ایمان,0,capital
2103024646,ساماندهی بازارچه یکتا,0,capital
2103024649,پیاده روسازی خیابان غرضی,15000000000,capital
2103024650,احداث منبع آب پارک شاهنامه,0,capital
2103024651,احداث منبع آب پارک میلاد,0,capital
2103024657,زیر سازی و آماده سازی گذر های تفکیکی اداره برق جنوب باغ فدک,15000000000,capital
2103024703,مرکز فرهنگی ورزشی همجوار مسجد امام حسن مجتبی( ع) شهرک ولی عصر(عج),70000000000,capital
2103024705,پیاده رو سازی خیابان ساکت,0,capital
2103024706,تملک فضای سبز در شهرک ولیعصر,0,capital
2103024710,تملک و بازگشایی گلوگاه های بافت در محدوده بیمارستان فیض (قسمت L شکل ابتدای مسیر),50000000000,capital
2103024711,پیاده رو سازی خیابان مولوی,75000000000,capital
2103024714,ساماندهی پیاده رو خیابان ادیب(حد فاصل مدرس تا 25 آبان),0,capital
2103024716,مکانیزه کردن پل عابر پیاده خیابان کاوه مقابل بیمارستان غرضی,40000000000,capital
2103024717,هنر شهری ورودی شهرک ولی عصر,15000000000,capital
2103024723,تملک فضای سبز باغ مولوی,100000000000,capital
2103024724,احداث سرویس بهداشتی پارک باغ قوشخانه,0,capital
2103024725,پیاده رو سازی خیابان آیت اله ادیب حد فاصل میدان قدس تا خیابان شهید ضابط زاده,10000000000,capital
2103024726,روکش آسفالت خیابان پوریای ولی,30000000000,capital
2103024736,احداث پل رو گذر عابر پیاده مقابل مدرسه کمیل در بلوار بعثت,10000000000,capital
2103024737,احداث شبکه روشنایی بوستان های محلی شهرک میلاد,30000000000,capital
2103024739,مشارکت در احداث مجموعه ورزشی مسجد مسلم ابن عقیل,50000000000,capital
2103024741,دیوار کشی و ساماندهی انتهای بن بست های شهرک ولی عصر,30000000000,capital
2103024744,زیر سازی و آماده سازی گذر های تفکیکی حکمی,30000000000,capital
2103024746,تملک و بازگشایی گلوگاه های بافت شمال باغ قوشخانه و جنب مسجد الجلیل,50000000000,capital
21040102,مشارکت در تملک یا احداث طرح چشمه های نورانی,150000000000,capital
2104010201,مشارکت در تملک یا احداث طرح چشمه های نورانی,20000000000,capital
2104010203,احداث فانوس نورانی پارک باقوشخانه,50000000000,capital
2104010204,احداث فانوس نورانی پارک صفا,50000000000,capital
2104010205,احداث فانوس نورانی پارک میلاد,30000000000,capital
22010001,خرید ماشین آلات و وسایل نقلیه,1500000000,capital
2201000101,خرید ماشین آلات و وسایل نقلیه,1500000000,capital
22020002,تجهیزات اداری,2000000000,capital
2202000201,تجهیزات اداری,2000000000,capital
22020003,تجهیزات رایانه ای,8580000000,capital
2202000301,تجهیزات رایانه ای,8580000000,capital
22030001,تجهیزات حفاظتی، ارتباطی و بی سیم,200000000,capital
2203000101,تجهیزات حفاظتی، ارتباطی و بی سیم,200000000,capital
22090001,لوازم فنی و تجهیزات,4000000000,capital
2209000101,لوازم فنی و تجهیزات,3000000000,capital
2209000105,تجهیزات پایگاه پشتیبانی و مدیریت بحران,1000000000,capital
23010102,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
2301010201,توسعه زیرساخت های شهرهوشمند- شبکه و ارتباطات,0,capital
